ABL1,NM_005157
SPAG4,NM_003116
CPNE1,NM_152925
RBM12,NM_006047
NFS1,NM_021100
ROMO1,NM_080748
RBM39,NM_184234
PHF20,NM_016436
SCAND1,NM_033630
CNBD2,NM_001365709
EPB41L1,NM_012156
AAR2,NM_001271874
DLGAP4,NM_001365621
MYL9,NM_006097
TGIF2,NM_021809
RAB5IF,NM_018840
SLA2,NM_032214
NDRG3,NM_032013
DSN1,NM_001145315
SOGA1,NM_080627
TLDC2,NM_080628
SAMHD1,NM_015474
RBL1,NM_002895
RPN2,NM_002951
GHRH,NM_021081
MANBAL,NM_001003897
BLCAP,NM_006698
NNAT,NM_005386
CTNNBL1,NM_030877
VSTM2L,NM_080607
TTI1,NM_001303457
RPRD1B,NM_021215
TGM2,NM_004613
KIAA1755,NM_001029864
BPI,NM_001725
LBP,NM_004139
RALGAPB,NM_020336
ADIG,NM_001393816
SLC32A1,NM_080552
ACTR5,NM_024855
PPP1R16B,NM_015568
FAM83D,NM_030919
DHX35,NM_021931
MAFB,NM_005461
PLCG1,NM_002660
ZHX3,NM_001384317
LPIN3,NM_022896
EMILIN3,NM_052846
CHD6,NM_032221
SRSF6,NM_006275
L3MBTL1,NM_001377303
SGK2,NM_170693
IFT52,NM_016004
MYBL2,NM_002466
GTSF1L,NM_176791
TOX2,NM_001098797
JPH2,NM_020433
OSER1,NM_016470
GDAP1L1,NM_024034
FITM2,NM_001080472
R3HDML,NM_178491
HNF4A,NM_000457
TTPAL,NM_001039199
SERINC3,NM_006811
PKIG,NM_001281445
ADA,NM_000022
CCN5,NM_003881
KCNK15,NM_022358
RIMS4,NM_182970
YWHAB,NM_139323
PABPC1L,NM_001372179
TOMM34,NM_006809
STK4,NM_006282
KCNS1,NM_001322799
WFDC12,NM_080869
PI3,NM_002638
SEMG1,NM_003007
SEMG2,NM_003008
SLPI,NM_003064
MATN4,NM_001393530
RBPJL,NM_014276
SDC4,NM_002999
SYS1,NM_033542
TP53TG5,NM_014477
DBNDD2,NM_001048225
PIGT,NM_015937
WFDC2,NM_006103
SPINT3,NM_006652
WFDC6,NM_080827
EPPIN,NM_020398
WFDC8,NM_130896
WFDC9,NM_147198
WFDC10A,NM_080753
WFDC11,NM_147197
WFDC10B,NM_172006
WFDC13,NM_172005
SPINT4,NM_178455
WFDC3,NM_080614
DNTTIP1,NM_052951
UBE2C,NM_007019
TNNC2,NM_003279
SNX21,NM_033421
ACOT8,NM_005469
ZSWIM3,NM_080752
ZSWIM1,NM_080603
SPATA25,NM_080608
NEURL2,NM_080749
CTSA,NM_000308
PLTP,NM_006227
PCIF1,NM_022104
ZNF335,NM_022095
MMP9,NM_004994
SLC12A5,NM_020708
NCOA5,NM_020967
CD40,NM_001250
CDH22,NM_021248
SLC35C2,NM_015945
ELMO2,NM_133171
ZNF334,NM_001353824
OCSTAMP,NM_080721
SLC13A3,NM_022829
TP53RK,NM_033550
SLC2A10,NM_030777
EYA2,NM_005244
ZMYND8,NM_001281775
SULF2,NM_001387048
PREX1,NM_020820
ARFGEF2,NM_006420
CSE1L,NM_001316
STAU1,NM_017453
DDX27,NM_017895
ZNFX1,NM_021035
KCNB1,NM_004975
PTGIS,NM_000961
B4GALT5,NM_004776
SLC9A8,NM_015266
SPATA2,NM_006038
RNF114,NM_018683
SNAI1,NM_005985
UBE2V1,NM_001032288
PEDS1,NM_199129
CEBPB,NM_005194
PTPN1,NM_002827
RIPOR3,NM_001290268
PARD6B,NM_032521
BCAS4,NM_198799
ADNP,NM_001282531
DPM1,NM_003859
MOCS3,NM_014484
KCNG1,NM_002237
NFATC2,NM_012340
ATP9A,NM_006045
SALL4,NM_020436
ZFP64,NM_018197
TSHZ2,NM_173485
ZNF217,NM_006526
BCAS1,NM_001366298
CYP24A1,NM_000782
PFDN4,NM_002623
DOK5,NM_018431
CBLN4,NM_080617
MC3R,NM_019888
FAM210B,NM_080821
CSTF1,NM_001324
CASS4,NM_020356
RTF2,NM_016407
FAM209A,NM_001012971
FAM209B,NM_001013646
TFAP2C,NM_003222
BMP7,NM_001719
SPO11,NM_012444
RAE1,NM_003610
MTRNR2L3,NM_001190472
RBM38,NM_017495
CTCFL,NM_001386993
PCK1,NM_002591
ZBP1,NM_030776
PMEPA1,NM_020182
C20orf85,NM_178456
RAB22A,NM_020673
VAPB,NM_004738
APCDD1L,NM_153360
STX16,NM_001001433
NPEPL1,NM_024663
NELFCD,NM_198976
CTSZ,NM_001336
TUBB1,NM_030773
ATP5F1E,NM_006886
PRELID3B,NM_016045
ZNF831,NM_178457
EDN3,NM_207034
PHACTR3,NM_080672
SYCP2,NM_014258
FAM217B,NM_022106
PPP1R3D,NM_006242
CDH26,NM_177980
CDH4,NM_001794
TAF4,NM_003185
LSM14B,NM_144703
PSMA7,NM_002792
SS18L1,NM_198935
MTG2,NM_015666
HRH3,NM_007232
OSBPL2,NM_144498
ADRM1,NM_007002
LAMA5,NM_005560
RPS21,NM_001024
CABLES2,NM_031215
RBBP8NL,NM_080833
GATA5,NM_080473
SLCO4A1,NM_016354
NTSR1,NM_002531
MRGBP,NM_018270
OGFR,NM_007346
COL9A3,NM_001853
TCFL5,NM_006602
DIDO1,NM_001193369
GID8,NM_017896
SLC17A9,NM_022082
BHLHE23,NM_080606
YTHDF1,NM_017798
BIRC7,NM_139317
NKAIN4,NM_152864
ARFGAP1,NM_018209
COL20A1,NM_020882
CHRNA4,NM_000744
KCNQ2,NM_172107
EEF1A2,NM_001958
PPDPF,NM_024299
PTK6,NM_005975
SRMS,NM_080823
FNDC11,NM_001319152
GMEB2,NM_012384
STMN3,NM_015894
TNFRSF6B,NM_003823
ARFRP1,NM_001267547
ZGPAT,NM_181485
LIME1,NM_017806
SLC2A4RG,NM_020062
ZBTB46,NM_001369741
ABHD16B,NM_080622
TPD52L2,NM_003288
DNAJC5,NM_025219
UCKL1,NM_017859
ZNF512B,NM_020713
SAMD10,NM_080621
PRPF6,NM_012469
C20orf204,NM_001387010
SOX18,NM_018419
TCEA2,NM_003195
RGS19,NM_005873
OPRL1,NM_182647
LKAAEAR1,NM_001353425
MYT1,NM_004535
NPBWR2,NM_005286
PCMTD2,NM_018257
CH507-9B2.1,NM_001363770
GATD3B,NM_001363758
CH507-9B2.5,NM_001368238
SIK1B,NM_001320643
CBSL,NM_001354009
U2AF1L5,NM_001320646
CRYAA2,NM_001314050
SMIM11B,NM_001313692
FAM243B,NM_001364711
KCNE1B,NM_001369869
TPTE,NM_199261
POTED,NM_174981
LIPI,NM_001302998
RBM11,NM_144770
HSPA13,NM_006948
SAMSN1,NM_022136
NRIP1,NM_003489
USP25,NM_001283041
CXADR,NM_001338
BTG3,NM_006806
C21orf91,NM_001100420
CHODL,NM_024944
TMPRSS15,NM_002772
NCAM2,NM_004540
MRPL39,NM_017446
JAM2,NM_021219
ATP5PF,NM_001003703
GABPA,NM_002040
APP,NM_000484
CYYR1,NM_001320768
ADAMTS1,NM_006988
ADAMTS5,NM_007038
N6AMT1,NM_013240
LTN1,NM_015565
RWDD2B,NM_016940
USP16,NM_006447
CCT8,NM_006585
MAP3K7CL,NM_001286620
BACH1,NM_001186
GRIK1,NM_001330994
CLDN17,NM_012131
CLDN8,NM_199328
KRTAP24-1,NM_001085455
KRTAP25-1,NM_001128598
KRTAP26-1,NM_203405
KRTAP27-1,NM_001077711
KRTAP23-1,NM_181624
KRTAP13-2,NM_181621
KRTAP13-1,NM_181599
KRTAP15-1,NM_181623
KRTAP19-1,NM_181607
KRTAP19-2,NM_181608
KRTAP19-3,NM_181609
KRTAP19-4,NM_181610
KRTAP19-5,NM_181611
KRTAP19-6,NM_181612
KRTAP19-7,NM_181614
KRTAP22-2,NM_001164434
KRTAP6-3,NM_181605
KRTAP22-1,NM_181620
KRTAP20-1,NM_181615
KRTAP20-4,NM_001350977
KRTAP20-2,NM_181616
KRTAP20-3,NM_001128077
KRTAP21-3,NM_001164435
KRTAP21-2,NM_181617
KRTAP21-1,NM_181619
KRTAP8-1,NM_175857
KRTAP7-1,NM_181606
KRTAP11-1,NM_175858
KRTAP19-8,NM_001099219
TIAM1,NM_001353694
SOD1,NM_000454
SCAF4,NM_020706
HUNK,NM_014586
MIS18A,NM_018944
MRAP,NM_001379228
URB1,NM_014825
EVA1C,NM_058187
TCP10L,NM_144659
CFAP298,NM_021254
SYNJ1,NM_203446
PAXBP1,NM_016631
C21orf62,NM_001162495
OLIG2,NM_005806
OLIG1,NM_138983
IFNAR2,NM_001289125
IL10RB,NM_000628
IFNAR1,NM_000629
IFNGR2,NM_005534
TMEM50B,NM_006134
DNAJC28,NM_001040192
GART,NM_000819
SON,NM_138927
DONSON,NM_017613
CRYZL1,NM_145858
ITSN1,NM_003024
ATP5PO,NM_001697
MRPS6,NM_032476
SLC5A3,NM_006933
KCNE2,NM_172201
SMIM11A,NM_058182
FAM243A,NM_001282537
SMIM34A,NM_001367348
KCNE1,NM_000219
RCAN1,NM_004414
CLIC6,NM_053277
SETD4,NM_017438
CBR1,NM_001757
CBR3,NM_001236
DOP1B,NM_001320714
MORC3,NM_015358
CHAF1B,NM_005441
CLDN14,NM_001146079
SIM2,NM_005069
HLCS,NM_001352514
RIPPLY3,NM_018962
PIGP,NM_153682
VPS26C,NM_006052
DYRK1A,NM_001347721
KCNJ6,NM_002240
KCNJ15,NM_170736
ETS2,NM_005239
PSMG1,NM_003720
BRWD1,NM_033656
HMGN1,NM_004965
GET1,NM_004627
LCA5L,NM_152505
SH3BGR,NM_007341
B3GALT5,NM_001356336
IGSF5,NM_001080444
PCP4,NM_006198
DSCAM,NM_001389
BACE2,NM_012105
FAM3B,NM_058186
MX2,NM_002463
MX1,NM_002462
RIPK4,NM_020639
PRDM15,NM_001040424
C2CD2,NM_015500
ZBTB21,NM_001098402
UMODL1,NM_001004416
ABCG1,NM_016818
TFF3,NM_003226
TFF2,NM_005423
TFF1,NM_003225
TMPRSS3,NM_001256317
UBASH3A,NM_018961
RSPH1,NM_080860
SLC37A1,NM_001320537
PDE9A,NM_002606
WDR4,NM_018669
NDUFV3,NM_021075
ERVH48-1,NM_001308491
PKNOX1,NM_004571
CBS,NM_000071
CRYAA,NM_000394
SIK1,NM_173354
HSF2BP,NM_007031
H2BS1,NM_017445
RRP1B,NM_015056
PDXK,NM_003681
CSTB,NM_000100
RRP1,NM_003683
AGPAT3,NM_020132
TRAPPC10,NM_003274
PWP2,NM_005049
GATD3A,NM_004649
DNMT3L,NM_175867
AIRE,NM_000383
PFKL,NM_002626
CFAP410,NM_004928
TRPM2,NM_003307
LRRC3,NM_030891
TSPEAR,NM_144991
KRTAP10-1,NM_198691
KRTAP10-2,NM_198693
KRTAP10-3,NM_198696
KRTAP10-4,NM_198687
KRTAP10-5,NM_198694
KRTAP10-6,NM_198688
KRTAP10-7,NM_198689
KRTAP10-8,NM_198695
KRTAP10-9,NM_198690
KRTAP10-10,NM_181688
KRTAP10-11,NM_198692
KRTAP12-4,NM_198698
KRTAP12-3,NM_198697
KRTAP12-2,NM_181684
KRTAP12-1,NM_181686
KRTAP10-12,NM_198699
UBE2G2,NM_003343
SUMO3,NM_006936
PTTG1IP,NM_004339
ITGB2,NM_000211
SLX9,NM_058190
ADARB1,NM_001112
POFUT2,NM_133635
COL18A1,NM_001379500
SLC19A1,NM_194255
PCBP3,NM_001384156
COL6A1,NM_001848
COL6A2,NM_001849
FTCD,NM_206965
SPATC1L,NM_001142854
LSS,NM_002340
MCM3AP,NM_003906
YBEY,NM_001314025
C21orf58,NM_058180
PCNT,NM_006031
DIP2A,NM_015151
S100B,NM_006272
PRMT2,NM_206962
OR11H1,NM_001005239
POTEH,NM_001136213
CCT8L2,NM_014406
XKR3,NM_001386955
GAB4,NM_001037814
IL17RA,NM_014339
TMEM121B,NM_031890
HDHD5,NM_033070
ADA2,NM_001282225
CECR2,NM_001290047
SLC25A18,NM_031481
ATP6V1E1,NM_001696
BCL2L13,NM_015367
BID,NM_001196
MICAL3,NM_015241
PEX26,NM_001127649
TUBA8,NM_018943
USP18,NM_017414
GGTLC3,NM_001355479
TMEM191B,NM_001242313
RIMBP3,NM_015672
DGCR6,NM_005675
PRODH,NM_016335
DGCR2,NM_005137
ESS2,NM_022719
TSSK2,NM_053006
GSC2,NM_005315
SLC25A1,NM_005984
CLTCL1,NM_007098
HIRA,NM_003325
C22orf39,NM_173793
MRPL40,NM_003776
UFD1,NM_005659
CDC45,NM_003504
CLDN5,NM_001363066
SEPTIN5,NM_002688
GP1BB,NM_000407
TBX1,NM_001379200
GNB1L,NM_053004
RTL10,NM_024627
TXNRD2,NM_006440
COMT,NM_000754
ARVCF,NM_001670
TANGO2,NM_152906
DGCR8,NM_022720
TRMT2A,NM_022727
RANBP1,NM_001278639
ZDHHC8,NM_013373
CCDC188,NM_001365892
RTN4R,NM_023004
DGCR6L,NM_033257
ZNF74,NM_003426
SCARF2,NM_182895
KLHL22,NM_032775
MED15,NM_001003891
PI4KA,NM_058004
SERPIND1,NM_000185
SNAP29,NM_004782
AIFM3,NM_001386814
LZTR1,NM_006767
THAP7,NM_030573
P2RX6,NM_005446
SLC7A4,NM_004173
HIC2,NM_015094
TMEM191C,NM_001388354
RIMBP3C,NM_001128633
UBE2L3,NM_003347
YDJC,NM_001017964
CCDC116,NM_152612
SDF2L1,NM_022044
PPIL2,NM_014337
YPEL1,NM_013313
PPM1F,NM_014634
TOP3B,NM_001282112
VPREB1,NM_007128
ZNF280B,NM_080764
ZNF280A,NM_080740
PRAME,NM_206956
GGTLC2,NM_199127
IGLL5,NM_001178126
RSPH14,NM_014433
GNAZ,NM_002073
RAB36,NM_004914
BCR,NM_004327
IGLL1,NM_020070
DRICH1,NM_016449
RGL4,NM_153615
ZNF70,NM_021916
VPREB3,NM_013378
C22orf15,NM_182520
CHCHD10,NM_213720
MMP11,NM_005940
DERL3,NM_001002862
SLC2A11,NM_001024939
MIF,NM_002415
GSTT2B,NM_001080843
DDTL,NM_001084393
DDT,NM_001084392
GSTT4,NM_001358664
CABIN1,NM_012295
SUSD2,NM_019601
GGT5,NM_004121
SPECC1L,NM_015330
ADORA2A,NM_000675
UPB1,NM_016327
GUCD1,NM_001284254
SNRPD3,NM_004175
LRRC75B,NM_207644
GGT1,NM_001288833
PIWIL3,NM_001255975
SGSM1,NM_001098497
TMEM211,NM_001388199
KIAA1671,NM_001145206
CRYBB3,NM_004076
CRYBB2,NM_000496
GRK3,NM_005160
MYO18B,NM_032608
SEZ6L,NM_021115
ASPHD2,NM_020437
HPS4,NM_022081
SRRD,NM_001013694
TFIP11,NM_012143
TPST2,NM_003595
CRYBB1,NM_001887
CRYBA4,NM_001886
MN1,NM_002430
PITPNB,NM_012399
TTC28,NM_001145418
HSCB,NM_172002
CCDC117,NM_173510
ZNRF3,NM_001206998
C22orf31,NM_015370
KREMEN1,NM_001039570
EMID1,NM_133455
RHBDD3,NM_012265
EWSR1,NM_005243
RASL10A,NM_006477
AP1B1,NM_001127
NEFH,NM_021076
THOC5,NM_003678
NIPSNAP1,NM_003634
CABP7,NM_182527
ZMAT5,NM_001003692
UQCR10,NM_013387
ASCC2,NM_032204
MTMR3,NM_021090
HORMAD2,NM_152510
LIF,NM_002309
OSM,NM_020530
CASTOR1,NM_001037666
TBC1D10A,NM_031937
SF3A1,NM_005877
CCDC157,NM_001017437
RNF215,NM_001017981
SEC14L2,NM_012429
MTFP1,NM_016498
SEC14L3,NM_174975
SEC14L4,NM_174977
SEC14L6,NM_001193336
GAL3ST1,NM_001318104
PES1,NM_014303
TCN2,NM_000355
SLC35E4,NM_001001479
DUSP18,NM_152511
OSBP2,NM_030758
MORC2,NM_001303256
SMTN,NM_134269
SELENOM,NM_080430
INPP5J,NM_001284285
PLA2G3,NM_015715
RNF185,NM_152267
LIMK2,NM_005569
PIK3IP1,NM_052880
PATZ1,NM_014323
DRG1,NM_004147
EIF4ENIF1,NM_019843
SFI1,NM_001007467
PISD,NM_001326411
PRR14L,NM_173566
DEPDC5,NM_001242896
YWHAH,NM_003405
SLC5A1,NM_000343
C22orf42,NM_001010859
RFPL2,NM_001394555
SLC5A4,NM_014227
RFPL3,NM_001098535
RTCB,NM_014306
BPIFC,NM_174932
FBXO7,NM_012179
SYN3,NM_003490
TIMP3,NM_000362
LARGE1,NM_133642
ISX,NM_001303508
HMGXB4,NM_001003681
TOM1,NM_005488
HMOX1,NM_002133
MCM5,NM_006739
RASD2,NM_014310
MB,NM_005368
APOL6,NM_030641
APOL5,NM_030642
APOL4,NM_001386885
APOL2,NM_030882
APOL1,NM_003661
MYH9,NM_002473
TXN2,NM_012473
FOXRED2,NM_001102371
EIF3D,NM_003753
CACNG2,NM_006078
IFT27,NM_001177701
PVALB,NM_001315532
NCF4,NM_000631
CSF2RB,NM_000395
TEX33,NM_001163857
TST,NM_003312
MPST,NM_021126
KCTD17,NM_001282684
TMPRSS6,NM_001374504
IL2RB,NM_000878
C1QTNF6,NM_031910
SSTR3,NM_001051
CYTH4,NM_013385
ELFN2,NM_052906
MFNG,NM_002405
CARD10,NM_014550
CDC42EP1,NM_152243
LGALS2,NM_006498
GGA1,NM_013365
SH3BP1,NM_018957
PDXP,NM_020315
LGALS1,NM_002305
NOL12,NM_024313
TRIOBP,NM_001039141
H1-0,NM_005318
GCAT,NM_014291
GALR3,NM_003614
ANKRD54,NM_138797
EIF3L,NM_016091
MICALL1,NM_033386
C22orf23,NM_032561
POLR2F,NM_021974
SOX10,NM_006941
PICK1,NM_012407
SLC16A8,NM_013356
BAIAP2L2,NM_025045
PLA2G6,NM_003560
MAFF,NM_012323
TMEM184B,NM_012264
CSNK1E,NM_152221
KCNJ4,NM_152868
KDELR3,NM_006855
DDX17,NM_006386
DMC1,NM_007068
FAM227A,NM_001013647
CBY1,NM_015373
TOMM22,NM_020243
JOSD1,NM_001360236
GTPBP1,NM_004286
SUN2,NM_015374
DNAL4,NM_005740
NPTXR,NM_014293
CBX6,NM_014292
APOBEC3A,NM_145699
APOBEC3B,NM_004900
APOBEC3C,NM_014508
APOBEC3D,NM_152426
APOBEC3F,NM_145298
APOBEC3G,NM_021822
APOBEC3H,NM_181773
CBX7,NM_175709
PDGFB,NM_002608
RPL3,NM_000967
SYNGR1,NM_004711
TAB1,NM_006116
MGAT3,NM_002409
MIEF1,NM_019008
ATF4,NM_182810
RPS19BP1,NM_194326
CACNA1I,NM_021096
ENTHD1,NM_152512
GRAP2,NM_004810
FAM83F,NM_138435
TNRC6B,NM_001162501
ADSL,NM_000026
SGSM3,NM_015705
MRTFA,NM_020831
MCHR1,NM_005297
SLC25A17,NM_006358
ST13,NM_003932
XPNPEP3,NM_022098
DNAJB7,NM_145174
RBX1,NM_014248
L3MBTL2,NM_031488
CHADL,NM_138481
RANGAP1,NM_002883
ZC3H7B,NM_017590
TEF,NM_003216
TOB2,NM_016272
ACO2,NM_001098
PHF5A,NM_032758
POLR3H,NM_001018050
CSDC2,NM_014460
PMM1,NM_002676
DESI1,NM_015704
XRCC6,NM_001469
SNU13,NM_001003796
MEI1,NM_152513
CCDC134,NM_024821
SREBF2,NM_004599
SHISA8,NM_001207020
TNFRSF13C,NM_052945
CENPM,NM_024053
SEPTIN3,NM_001363845
WBP2NL,NM_152613
NAGA,NM_000262
PHETA2,NM_001002034
SMDT1,NM_033318
NDUFA6,NM_002490
CYP2D6,NM_000106
TCF20,NM_001378418
NFAM1,NM_145912
RRP7A,NM_015703
SERHL2,NM_014509
POLDIP3,NM_032311
CYB5R3,NM_000398
ATP5MGL,NM_001165877
A4GALT,NM_017436
ARFGAP3,NM_014570
PACSIN2,NM_001184970
TTLL1,NM_012263
BIK,NM_001197
MCAT,NM_173467
TSPO,NM_000714
TTLL12,NM_015140
SCUBE1,NM_173050
MPPED1,NM_001044370
EFCAB6,NM_022785
SULT4A1,NM_014351
PNPLA5,NM_138814
PNPLA3,NM_025225
SAMM50,NM_015380
PARVB,NM_013327
PARVG,NM_022141
SHISAL1,NM_001099294
RTL6,NM_032287
PRR5,NM_181333
ARHGAP8,NM_181335
PHF21B,NM_138415
NUP50,NM_007172
KIAA0930,NM_001009880
UPK3A,NM_006953
FAM118A,NM_017911
SMC1B,NM_148674
RIBC2,NM_015653
FBLN1,NM_006486
ATXN10,NM_013236
WNT7B,NM_058238
PPARA,NM_005036
CDPF1,NM_207327
PKDREJ,NM_006071
TTC38,NM_017931
GTSE1,NM_016426
TRMU,NM_018006
CELSR1,NM_001378328
GRAMD4,NM_015124
CERK,NM_022766
TBC1D22A,NM_014346
TAFA5,NM_001082967
BRD1,NM_001304808
ZBED4,NM_014838
ALG12,NM_024105
CRELD2,NM_024324
PIM3,NM_001001852
MLC1,NM_015166
MOV10L1,NM_018995
PANX2,NM_052839
TRABD,NM_001320485
SELENOO,NM_031454
TUBGCP6,NM_020461
HDAC10,NM_032019
MAPK12,NM_002969
MAPK11,NM_002751
PLXNB2,NM_012401
DENND6B,NM_001001794
PPP6R2,NM_001242898
SBF1,NM_002972
ADM2,NM_001253845
MIOX,NM_017584
LMF2,NM_033200
NCAPH2,NM_152299
SCO2,NM_005138
TYMP,NM_001953
ODF3B,NM_001014440
KLHDC7B,NM_138433
SYCE3,NM_001123225
CPT1B,NM_152246
CHKB,NM_005198
MAPK8IP2,NM_012324
ARSA,NM_000487
ACR,NM_001097
RABL2B,NM_001130919
PLCXD1,NM_018390
PPP2R3B,NM_013239
SHOX,NM_000451
CSF2RA,NM_172245
IL3RA,NM_002183
SLC25A6,NM_001636
ASMTL,NM_004192
P2RY8,NM_178129
AKAP17A,NM_005088
ASMT,NM_001171038
DHRSX,NM_145177
ZBED1,NM_001171136
CD99,NM_002414
XG,NM_001141919
GYG2,NM_001079855
ARSD,NM_001669
ARSL,NM_000047
ARSH,NM_001011719
ARSF,NM_001201539
MXRA5,NM_015419
PRKX,NM_005044
NLGN4X,NM_181332
VCX3A,NM_016379
PUDP,NM_012080
STS,NM_001320752
VCX,NM_001393662
PNPLA4,NM_004650
VCX2,NM_016378
VCX3B,NM_001001888
ANOS1,NM_000216
FAM9A,NM_174951
FAM9B,NM_205849
TBL1X,NM_005647
GPR143,NM_000273
SHROOM2,NM_001649
CLDN34,NM_001195081
CLCN4,NM_001830
MID1,NM_000381
HCCS,NM_005333
ARHGAP6,NM_013427
AMELX,NM_001142
MSL3,NM_078629
FRMPD4,NM_001368397
PRPS2,NM_002765
TLR7,NM_016562
TLR8,NM_138636
TMSB4X,NM_021109
FAM9C,NM_174901
ATXN3L,NM_001135995
EGFL6,NM_015507
RAB9A,NM_004251
TRAPPC2,NM_001011658
OFD1,NM_003611
GPM6B,NM_001001995
GEMIN8,NM_001042479
GLRA2,NM_002063
FANCB,NM_001018113
MOSPD2,NM_152581
ASB9,NM_001031739
ASB11,NM_080873
PIGA,NM_002641
VEGFD,NM_004469
PIR,NM_001018109
BMX,NM_203281
ACE2,NM_001371415
CLTRN,NM_020665
CA5B,NM_007220
ZRSR2,NM_005089
AP1S2,NM_001272071
GRPR,NM_005314
MAGEB17,NM_001277307
CTPS2,NM_175859
S100G,NM_004057
SYAP1,NM_032796
TXLNG,NM_018360
RBBP7,NM_002893
REPS2,NM_004726
NHS,NM_001291867
SCML1,NM_001037540
RAI2,NM_021785
BEND2,NM_153346
SCML2,NM_006089
CDKL5,NM_001323289
RS1,NM_000330
PPEF1,NM_001377996
PHKA2,NM_000292
ADGRG2,NM_001079858
PDHA1,NM_000284
MAP3K15,NM_001001671
SH3KBP1,NM_031892
BCLAF3,NM_001367774
MAP7D2,NM_001168465
RPS6KA3,NM_004586
CNKSR2,NM_014927
KLHL34,NM_153270
SMPX,NM_014332
MBTPS2,NM_015884
YY2,NM_206923
SMS,NM_004595
PHEX,NM_000444
CBLL2,NM_152577
DDX53,NM_182699
PTCHD1,NM_173495
PRDX4,NM_006406
ACOT9,NM_001037171
SAT1,NM_002970
APOO,NM_024122
CXorf58,NM_152761
KLHL15,NM_030624
EIF2S3,NM_001415
ZFX,NM_003410
SUPT20HL2,NM_001136233
SUPT20HL1,NM_001136234
PDK3,NM_005391
PCYT1B,NM_004845
POLA1,NM_001330360
ARX,NM_139058
MAGEB18,NM_173699
MAGEB6,NM_173523
MAGEB5,NM_001271752
PPP4R3C,NM_207319
DCAF8L2,NM_001353450
MAGEB10,NM_182506
DCAF8L1,NM_001017930
IL1RAPL1,NM_014271
MAGEB2,NM_002364
MAGEB3,NM_002365
MAGEB4,NM_002367
MAGEB1,NM_177404
NR0B1,NM_000475
TASL,NM_025159
GK,NM_001205019
TAB3,NM_152787
FTHL17,NM_031894
DMD,NM_004006
FAM47A,NM_203408
TMEM47,NM_031442
FAM47B,NM_152631
CFAP47,NM_001304548
FAM47C,NM_001013736
PRRG1,NM_001142395
LANCL3,NM_001170331
XK,NM_021083
CYBB,NM_000397
DYNLT3,NM_006520
H2AP,NM_012274
SYTL5,NM_138780
SRPX,NM_006307
RPGR,NM_000328
OTC,NM_000531
TSPAN7,NM_004615
MID1IP1,NM_021242
ATP6AP2,NM_005765
MPC1L,NM_001195522
CXorf38,NM_144970
MED14,NM_004229
USP9X,NM_001039591
DDX3X,NM_001356
NYX,NM_001378477
CASK,NM_001367721
GPR34,NM_001097579
GPR82,NM_080817
PPP1R2C,NM_025210
MAOA,NM_000240
MAOB,NM_000898
NDP,NM_000266
EFHC2,NM_025184
FUNDC1,NM_173794
DUSP21,NM_022076
DIPK2B,NM_176819
KRBOX4,NM_001129898
ZNF674,NM_001190417
CHST7,NM_019886
SLC9A7,NM_001257291
RP2,NM_006915
JADE3,NM_014735
RGN,NM_152869
NDUFB11,NM_001135998
UBA1,NM_003334
CDK16,NM_006201
USP11,NM_001371072
ZNF157,NM_003446
ZNF41,NM_001324144
SYN1,NM_006950
TIMP1,NM_003254
CFP,NM_001145252
ELK1,NM_001114123
UXT,NM_153477
ZNF81,NM_007137
ZNF182,NM_001007088
ZNF630,NM_001282201
SPACA5,NM_001394298
SPACA5B,NM_001079900
SSX5,NM_175723
SSX1,NM_005635
SSX3,NM_021014
SSX4,NM_005636
SSX4B,NM_001034832
SLC38A5,NM_033518
FTSJ1,NM_012280
PORCN,NM_203475
EBP,NM_006579
TBC1D25,NM_002536
RBM3,NM_006743
WDR13,NM_001347217
WAS,NM_000377
SUV39H1,NM_003173
GLOD5,NM_001080489
HDAC6,NM_006044
ERAS,NM_181532
PCSK1N,NM_013271
PQBP1,NM_001032382
SLC35A2,NM_005660
PIM2,NM_006875
OTUD5,NM_001136157
KCND1,NM_004979
GRIPAP1,NM_020137
TFE3,NM_006521
CCDC120,NM_001163321
PRAF2,NM_007213
WDR45,NM_001029896
GPKOW,NM_015698
PLP2,NM_002668
PRICKLE3,NM_006150
SYP,NM_003179
CACNA1F,NM_001256789
CCDC22,NM_014008
FOXP3,NM_014009
PPP1R3F,NM_033215
GAGE10,NM_001098413
GAGE12J,NM_001098406
GAGE13,NM_001098412
GAGE12C,NM_001098408
GAGE12D,NM_001127199
GAGE12F,NM_001098405
GAGE12E,NM_001098418
GAGE12G,NM_001098409
GAGE12H,NM_001098410
GAGE2A,NM_001127212
GAGE1,NM_001040663
PAGE1,NM_003785
PAGE4,NM_007003
USP27X,NM_001145073
CLCN5,NM_001127898
AKAP4,NM_003886
CCNB3,NM_033031
DGKK,NM_001013742
SHROOM4,NM_020717
BMP15,NM_005448
NUDT10,NM_001304963
EZHIP,NM_203407
NUDT11,NM_018159
CENPVL3,NM_001355276
CENPVL2,NM_001355278
CENPVL1,NM_001355277
GSPT2,NM_018094
MAGED1,NM_006986
MAGED4B,NM_030801
MAGED4,NM_001272063
XAGE2,NM_130777
XAGE1A,NM_001097594
XAGE1B,NM_001097604
SSX7,NM_173358
SSX2,NM_175698
SSX2B,NM_001164417
SPANXN5,NM_001009616
